"seats","passengers","distance","unique_carrier","year","month","class"
1898,1379,537,"9E",2019,2,"F"
24,5,12,"3F",2018,6,"F"
930,643,1448,"G4",2019,2,"F"
1764,1644,4686,"LO",2019,7,"F"
48,1,52,"GV",2018,1,"F"
1400,1171,883,"ZW",2019,6,"F"
240,167,643,"UA",2019,10,"L"
2900,2253,594,"AX",2019,4,"F"
0,0,284,"FX",2018,6,"G"
0,0,3799,"KAQ",2018,2,"P"
1232,1120,333,"MQ",2019,11,"F"
0,0,161,"5V",2019,9,"P"
6642,5287,3179,"DL",2018,2,"F"
152,137,472,"YX",2018,5,"F"
18,5,19,"3F",2018,6,"F"
8740,6326,116,"QX",2018,11,"F"
3900,2457,164,"MQ",2018,4,"F"
5146,4183,2201,"UA",2018,5,"F"
288,149,590,"DL",2019,1,"L"
468,333,619,"G4",2018,2,"F"
0,0,57,"7S",2018,11,"G"
0,0,4175,"KAQ",2018,4,"P"
7524,6001,852,"B6",2018,12,"F"
2046,1390,861,"G4",2019,4,"F"
152,145,1174,"OO",2018,5,"F"
4560,3410,204,"YX",2018,4,"F"
0,0,3799,"KE",2019,4,"P"
594,368,3452,"BA",2018,5,"F"
76,47,149,"MQ",2018,3,"F"
304,137,280,"YX",2018,1,"F"
11096,8914,335,"OH",2019,7,"F"
0,0,4472,"5C",2019,2,"G"
5580,4428,197,"NK",2018,12,"F"
4550,3864,1342,"NK",2019,6,"F"
17900,14595,1605,"UA",2019,9,"F"
537,502,1771,"UA",2018,6,"F"
600,581,1693,"B6",2018,2,"F"
10,0,0,"2O",2019,12,"F"
740,674,1546,"UA",2018,3,"F"
0,0,528,"5Y",2019,11,"P"
0,0,2434,"FX",2018,4,"G"
0,0,1412,"GFQ",2018,8,"P"
9,0,204,"H6",2019,4,"L"
18,7,77,"3F",2018,8,"L"
2280,1696,368,"CP",2019,1,"F"
2176,1849,740,"OO",2019,9,"F"
1200,1096,794,"F9",2018,7,"F"
0,0,468,"U7",2018,4,"P"
1950,1388,298,"OO",2018,7,"F"
76,12,166,"9E",2019,8,"F"
1975,1186,1147,"9E",2018,10,"F"
2970,2462,448,"DL",2019,4,"F"
65,0,226,"EV",2018,3,"F"
168,146,2057,"DL",2019,6,"F"
0,0,662,"5X",2019,1,"G"
1862,778,4981,"X9",2019,4,"L"
234,157,1749,"DL",2019,9,"F"
380,322,1041,"9E",2018,3,"F"
700,513,388,"OH",2018,6,"F"
50,50,69,"OO",2018,6,"F"
14580,12920,6867,"EY",2019,12,"F"
0,0,254,"5X",2018,12,"G"
156,99,465,"G4",2018,11,"F"
8,0,4024,"5Y",2018,5,"P"
28,4,984,"2LQ",2018,10,"L"
0,0,166,"FX",2018,8,"G"
8188,7423,2520,"AS",2019,3,"F"
76,48,541,"OO",2019,3,"F"
228,177,861,"NK",2019,5,"F"
1791,1434,1276,"DL",2018,1,"F"
5278,5015,1824,"NK",2019,5,"F"
10,6,951,"27Q",2019,2,"L"
3220,2632,1041,"F9",2019,1,"F"
72,0,29,"DL",2019,2,"L"
6460,5680,762,"YX",2018,1,"F"
8628,7545,911,"AA",2019,8,"F"
4832,4660,4293,"DY",2019,8,"F"
1368,1178,480,"QX",2018,5,"F"
0,0,135,"5X",2018,1,"G"
504,374,427,"XP",2018,1,"L"
9,9,81,"J5",2019,1,"F"
5376,4316,1208,"UA",2018,4,"F"
152,124,229,"G7",2018,2,"F"
0,0,160,"AS",2018,3,"G"
1150,1005,693,"ZW",2019,2,"F"
6000,5376,1032,"AA",2019,4,"F"
378,373,2614,"HA",2019,10,"F"
1368,924,416,"OO",2018,9,"F"
456,376,258,"CP",2018,4,"F"
380,334,86,"OO",2018,4,"F"
700,494,554,"WN",2018,4,"F"
159,150,2846,"AS",2019,5,"F"
18,0,16,"7S",2018,7,"G"
4179,3231,5296,"SA",2018,5,"F"
0,0,3110,"5Y",2018,6,"P"
3432,3279,1706,"WN",2019,12,"F"
69,38,311,"OO",2019,5,"F"
3268,2260,273,"9E",2018,12,"F"
7749,6764,366,"9E",2018,11,"F"
143,128,510,"WN",2019,6,"F"
10664,10130,5480,"DY",2018,1,"F"
1788,1688,696,"AS",2018,8,"F"
1950,1618,679,"UA",2018,2,"F"
0,0,237,"FX",2018,1,"G"
189,172,534,"DL",2018,4,"F"
261,211,152,"YR",2018,11,"L"
0,0,875,"FX",2019,8,"G"
9,7,16,"H6",2018,2,"F"
6,5,39,"K2",2019,3,"F"
7636,6225,414,"UA",2019,11,"F"
4445,4024,1587,"DL",2018,1,"F"
3,0,41,"8V",2018,12,"L"
1500,919,299,"MQ",2018,1,"F"
346,301,4202,"IB",2018,5,"F"
150,30,602,"AA",2018,9,"F"
1,0,77,"7S",2019,10,"L"
18,0,154,"GV",2018,12,"L"
160,133,531,"DL",2018,9,"F"
1386,1292,748,"UA",2019,7,"F"
6120,4991,1220,"G4",2019,4,"F"
36,11,11,"H6",2018,8,"F"
0,0,120,"FX",2019,6,"G"
12,0,643,"LF",2018,11,"L"
1340,1326,1214,"WS",2019,5,"F"
1074,745,1242,"UA",2018,3,"F"
965,431,779,"MQ",2018,1,"F"
3268,2965,562,"YX",2018,5,"F"
28,19,448,"KS",2019,3,"F"
13,0,8,"0WQ",2018,9,"L"
2736,1929,815,"OH",2019,9,"F"
12920,10030,75,"OH",2019,11,"F"
1350,1322,546,"AA",2018,12,"F"
4332,3630,507,"CP",2019,1,"F"
875,687,663,"WN",2019,5,"F"
0,0,3855,"3S",2019,12,"G"
318,228,5451,"UA",2019,11,"F"
3584,3135,898,"UA",2019,7,"F"
0,0,304,"KD",2018,11,"P"
6814,4282,187,"AA",2018,10,"F"
50,0,1065,"EV",2018,4,"F"
0,0,3043,"KD",2019,7,"P"
440,411,901,"DL",2019,7,"F"
0,0,0,"7S",2019,7,"G"
346,158,1433,"GL",2019,6,"L"
0,0,197,"FX",2019,1,"G"
76,73,373,"9E",2019,10,"F"
5005,4248,634,"WN",2018,10,"F"
6,0,68,"H6",2018,8,"L"
124,119,763,"AM",2019,5,"F"
8727,7437,5806,"LH",2018,5,"F"
150,127,1610,"AA",2018,8,"F"
19214,13413,240,"DL",2018,10,"F"
1258,815,200,"3M",2019,1,"F"
189,15,1927,"09Q",2019,11,"L"
2560,2179,1748,"AA",2019,4,"F"
312,295,667,"G4",2019,12,"F"
126,112,2454,"UA",2018,7,"F"
2,1,40,"SNK",2019,3,"L"
2280,1227,935,"YX",2019,1,"F"
6500,4836,137,"MQ",2019,1,"F"
0,0,362,"FX",2018,11,"G"
16,8,1111,"LF",2019,7,"L"
34577,25635,190,"AA",2018,8,"F"
0,0,460,"PEQ",2018,9,"P"
3600,2383,1627,"BW",2018,10,"F"
3,0,15,"7S",2019,11,"G"
1302,1065,690,"F9",2018,6,"F"
150,140,519,"OH",2019,12,"F"
9,0,254,"5V",2019,6,"G"
0,0,5081,"PO",2019,11,"P"
0,0,432,"5X",2018,12,"G"
219,209,4884,"LX",2018,1,"F"
13409,11058,743,"DL",2019,4,"F"
0,0,833,"KLQ",2019,12,"P"
70,44,331,"OO",2018,12,"F"
50,36,449,"ZW",2019,9,"F"
256,136,1998,"AA",2019,12,"F"
0,0,4174,"5Y",2018,11,"P"
143,138,510,"WN",2018,5,"F"
8,4,204,"04Q",2019,5,"L"
12,7,33,"GV",2018,12,"F"
228,162,973,"NK",2018,11,"F"
0,0,2608,"5Y",2019,8,"P"
189,173,903,"DL",2018,7,"F"
0,0,1023,"5X",2018,3,"G"
6840,6004,925,"NK",2019,6,"F"
65,42,583,"MQ",2019,9,"F"
189,173,645,"DL",2019,4,"F"
0,0,458,"FX",2018,3,"G"
2190,2133,2402,"AS",2019,6,"F"
5400,4735,740,"B6",2018,7,"F"
4462,3944,2916,"CM",2018,10,"F"
9,0,119,"GV",2019,12,"L"
3294,2882,765,"DL",2019,8,"F"
3050,2402,94,"ZW",2019,3,"F"
6,0,82,"KAH",2019,5,"L"
9300,7906,718,"B6",2019,3,"F"
1300,1232,872,"C5",2019,5,"F"
64,53,64,"YR",2019,7,"L"
310,200,1235,"AA",2018,5,"F"
2650,1957,452,"QK",2018,8,"F"
0,0,875,"FX",2018,12,"G"
1260,1053,916,"F9",2019,7,"F"
9,9,43,"5V",2018,8,"L"
2052,1743,1235,"NK",2019,1,"F"
0,0,216,"NC",2018,8,"P"
14676,12862,1185,"B6",2019,10,"F"
9150,8267,436,"UA",2018,5,"F"
0,0,722,"5Y",2018,9,"P"
1820,1231,691,"NK",2019,3,"F"
18,10,29,"H6",2019,10,"L"
149,143,695,"DL",2018,1,"F"
4301,2783,912,"AA",2018,10,"F"
168,159,1016,"SY",2018,10,"L"
700,639,814,"WN",2018,9,"F"
0,0,4344,"RU",2018,9,"G"
184,126,188,"3E",2018,10,"F"
152,151,489,"YV",2018,2,"F"
364,168,660,"NK",2019,6,"F"
1920,1605,236,"AA",2019,12,"F"
36,12,164,"H6",2019,3,"L"
146,124,992,"AC",2018,9,"F"
304,270,5142,"AA",2019,11,"F"
180,140,912,"G4",2018,6,"F"
234,104,4162,"DL",2019,1,"F"
4136,3151,461,"MQ",2019,6,"F"
0,0,1871,"FX",2018,9,"G"
4177,3400,1572,"DL",2018,7,"F"
4320,4011,521,"OO",2019,11,"F"
60,28,651,"LF",2018,5,"L"
26455,23064,533,"WN",2019,9,"F"
640,572,611,"AA",2018,3,"F"
172,141,1476,"AA",2018,12,"F"
540,506,1517,"DL",2019,8,"F"
12,1,156,"GV",2019,6,"L"
3729,3230,357,"WS",2018,9,"F"
21879,19728,391,"WN",2019,2,"F"
9296,7345,212,"UA",2019,10,"F"
76,73,427,"YX",2018,11,"F"
1794,1695,695,"OO",2018,10,"F"
8,5,951,"27Q",2018,1,"L"
900,639,541,"UA",2019,11,"F"
1274,1064,992,"NK",2019,6,"F"
0,0,2599,"PFQ",2019,8,"P"
1664,1481,1474,"AA",2019,7,"F"
895,540,1808,"09Q",2018,4,"L"
0,0,1023,"5X",2019,8,"G"
895,605,1528,"09Q",2018,7,"L"
8,3,150,"04Q",2018,2,"L"
128,118,158,"UA",2018,7,"F"
4550,3957,669,"WN",2018,3,"F"
4408,3233,108,"MQ",2018,1,"F"
1890,1622,717,"UA",2019,8,"F"
50,50,296,"C5",2019,6,"F"
1660,1463,416,"UA",2019,6,"F"
63,3,213,"GV",2018,9,"F"
3240,2108,1388,"VH",2018,8,"F"
9,2,961,"14Q",2019,11,"L"
0,0,102,"KH",2019,1,"G"
152,130,214,"OO",2018,6,"F"
720,617,671,"G4",2018,10,"F"
4536,4043,1372,"UA",2018,11,"F"
0,0,231,"FX",2018,3,"G"
4290,3523,802,"WN",2019,1,"F"
1092,1020,1059,"G4",2019,12,"F"
0,0,137,"FX",2018,8,"G"
153,68,24,"H6",2019,9,"F"
4475,3883,1721,"UA",2019,2,"F"
72,0,17,"DL",2019,10,"L"
1575,1372,1129,"WN",2018,10,"F"
23055,21051,2704,"B6",2019,6,"F"
168,152,350,"SY",2018,1,"L"
6180,4901,4117,"JL",2019,3,"F"
320,180,451,"AA",2019,3,"F"
9,0,55,"H6",2018,7,"F"
132,130,229,"DL",2018,11,"F"
9,0,127,"H6",2018,5,"L"
286,272,2176,"WN",2018,8,"F"
664,556,1372,"UA",2019,9,"F"
600,455,288,"9E",2018,12,"F"
3050,2211,323,"OO",2019,1,"F"
0,0,136,"H6",2018,3,"G"
3498,3137,867,"AS",2019,7,"F"
700,585,1334,"WN",2018,7,"F"
9,3,15,"8E",2018,10,"F"
3850,3350,632,"ZW",2018,11,"F"
16,0,1506,"5Y",2019,3,"P"
836,724,3192,"TP",2018,5,"F"
149,83,466,"09Q",2019,11,"L"
850,447,2395,"S4",2018,3,"F"
76,72,374,"9E",2019,4,"F"
1890,1523,316,"UA",2018,11,"F"
2736,2271,372,"YX",2019,8,"F"
2900,2094,260,"OO",2018,8,"F"
318,227,5456,"UA",2019,12,"F"
70,64,153,"YX",2019,6,"F"
1257,881,1486,"Y4",2018,5,"F"
0,0,2218,"KAQ",2019,12,"P"
5202,3918,1557,"B6",2019,9,"F"
700,646,1014,"WN",2019,1,"F"
0,0,1103,"5Y",2019,10,"P"
175,41,296,"WN",2018,10,"F"
6006,4393,456,"WN",2019,1,"F"
166,154,1250,"UA",2019,12,"F"
1573,1174,1698,"WN",2018,4,"F"
5425,4404,616,"WN",2018,12,"F"
760,653,264,"OO",2019,6,"F"
1950,1641,196,"ZW",2019,5,"F"
24,1,117,"K2",2019,9,"F"
304,254,996,"OO",2018,3,"F"
4636,4337,1385,"OO",2019,5,"F"
400,282,552,"EV",2019,2,"F"
0,0,196,"5X",2018,2,"G"
1780,1606,1399,"AS",2018,5,"F"
270,51,96,"AAT",2019,11,"F"
12562,11455,1089,"DL",2018,12,"F"
2356,1542,888,"MQ",2018,8,"F"
4433,3908,1294,"WN",2018,5,"F"
16831,14588,1192,"AA",2018,7,"F"
0,0,193,"5X",2019,1,"G"
1163,958,1381,"AA",2019,3,"F"
9,5,34,"H6",2018,5,"L"
160,151,2133,"DL",2018,10,"F"
550,474,530,"AX",2019,3,"F"
9,3,85,"2O",2018,4,"F"
18,8,419,"8E",2019,12,"L"
950,793,238,"OO",2019,8,"F"
27,20,8,"H6",2019,6,"F"
28457,24359,371,"WN",2019,2,"F"
4,0,143,"8V",2019,9,"F"
2660,2396,326,"YV",2019,11,"F"
76,74,634,"MQ",2018,5,"F"
0,0,2342,"8C",2018,1,"P"
9,0,106,"7S",2019,7,"G"
5992,4992,4153,"UA",2019,4,"F"
19356,16177,6703,"QR",2019,4,"F"
1494,1163,551,"G4",2018,4,"F"
7525,6876,1105,"WN",2018,2,"F"
172,171,96,"AA",2018,7,"F"
380,353,441,"YV",2019,12,"F"
996,909,895,"G4",2018,7,"F"
0,0,494,"5X",2019,11,"G"
4550,3657,484,"WN",2019,10,"F"
0,0,318,"H6",2018,4,"G"
6,0,34,"K3",2018,2,"F"
2356,2095,1433,"OO",2018,7,"F"
525,471,1500,"WN",2018,11,"F"
0,0,160,"KO",2019,9,"G"
241,167,1146,"DL",2019,1,"F"
2432,808,875,"AA",2019,11,"F"
0,0,303,"AMQ",2018,4,"P"
0,0,67,"7S",2019,4,"G"
3720,3508,2022,"AC",2018,7,"F"
12640,10223,935,"AA",2019,11,"F"
208,172,1684,"DL",2018,9,"F"
1253,1185,1006,"UA",2019,6,"F"
370,115,129,"AS",2018,8,"F"
8816,5717,4750,"AA",2019,4,"F"
7589,6360,650,"AA",2018,2,"F"
9625,8918,1426,"WN",2018,6,"F"
0,0,2846,"CA",2018,5,"G"
12,1,68,"H6",2019,8,"F"
10716,9593,1095,"RV",2019,4,"F"
234,62,143,"DL",2018,4,"F"
9,1,1186,"27Q",2018,7,"L"
6244,4917,4425,"AA",2018,1,"F"
630,325,255,"1WQ",2019,3,"L"
7568,6842,5670,"DY",2018,8,"F"
0,0,865,"W8",2018,3,"P"
10,0,50,"7S",2019,6,"F"
3325,1565,604,"WN",2018,8,"F"
380,310,897,"YX",2019,3,"F"
0,0,1609,"5X",2019,9,"G"
181,135,731,"AA",2018,11,"L"
150,81,209,"B6",2019,1,"F"
9455,7685,1476,"AS",2018,8,"F"
11136,7671,4834,"UA",2019,12,"F"
4636,3002,864,"MQ",2019,5,"F"
2492,2342,1660,"AS",2018,8,"F"
875,778,545,"WN",2019,7,"F"
5700,4258,448,"OO",2018,8,"F"
2550,1889,152,"AX",2019,3,"F"
2500,2093,551,"OO",2019,8,"F"
5797,4815,647,"AA",2019,6,"F"
23800,19961,895,"WN",2019,12,"F"
0,0,503,"FX",2018,3,"G"
50,50,519,"AJQ",2018,7,"L"
4300,3470,119,"OO",2018,9,"F"
175,154,1005,"WN",2019,4,"F"
468,413,750,"G4",2018,5,"F"
5076,4230,1760,"AA",2019,1,"F"
5312,4494,1416,"UA",2019,8,"F"
189,115,41,"H6",2019,9,"F"
572,516,957,"WN",2018,2,"F"
179,115,1042,"UA",2019,3,"F"
9,0,69,"KAH",2018,2,"L"
3840,3544,1420,"DL",2019,11,"F"
50,0,689,"OO",2018,6,"F"
2782,1706,4629,"BA",2018,8,"F"
0,0,207,"EM",2019,5,"G"
2432,1975,746,"UA",2018,12,"F"
189,140,100,"HA",2019,11,"F"
23440,20327,3940,"DL",2018,6,"F"
45,11,130,"8E",2019,7,"F"
63,33,118,"H6",2018,10,"F"
0,0,1871,"FX",2019,10,"G"
0,0,1319,"5Y",2018,11,"P"
8835,7117,5488,"AA",2019,1,"F"
3402,3107,305,"UA",2018,6,"F"
0,0,335,"5X",2019,12,"G"
5146,4871,528,"UA",2018,5,"F"
63,61,185,"OH",2018,1,"F"
532,410,952,"YV",2019,4,"F"
4256,3495,395,"9E",2018,6,"F"
356,320,1307,"AS",2019,10,"F"
3150,2517,368,"WN",2018,11,"F"
1248,1136,1473,"G4",2018,3,"F"
126,95,1177,"SY",2018,2,"L"
210,118,1118,"OO",2018,8,"F"
280,251,1504,"YX",2019,7,"F"
1314,1107,2016,"AS",2019,3,"F"
452,447,1206,"WS",2018,8,"F"
198,108,1139,"5D",2019,2,"F"
608,584,1050,"OO",2018,3,"F"
1500,813,667,"OO",2019,10,"F"
157,136,585,"DL",2019,12,"F"
143,109,851,"WN",2019,11,"L"
4128,3986,4569,"DY",2019,7,"F"
4350,3254,83,"OO",2018,6,"F"
560,492,748,"YX",2019,3,"F"
4060,3729,998,"NK",2019,4,"F"
0,0,1836,"FX",2018,11,"G"
144,50,200,"DL",2019,2,"L"
1665,1573,2288,"AS",2018,7,"F"
5504,4758,603,"AA",2018,6,"F"
0,0,683,"FX",2019,11,"G"
450,268,397,"UA",2018,7,"F"
187,172,2552,"AA",2019,6,"F"
537,504,1207,"UA",2019,4,"F"
1749,1529,933,"AS",2019,5,"F"
6764,5536,364,"MQ",2018,10,"F"
380,353,174,"OO",2019,3,"F"
18,6,42,"2O",2019,5,"L"
7700,6416,1217,"AA",2018,11,"F"
748,640,1760,"AA",2018,5,"F"
3850,3471,972,"WN",2018,6,"F"
4980,3170,1476,"UA",2019,9,"F"
50,45,161,"OO",2018,12,"F"
0,0,875,"FX",2019,10,"G"
175,142,1246,"WN",2018,7,"F"
5472,5212,1947,"DL",2019,5,"F"
124,102,908,"AS",2019,6,"F"
350,223,347,"WN",2019,5,"F"
8680,5730,569,"YX",2018,7,"F"
152,45,198,"YX",2018,4,"F"
0,0,1644,"W8",2019,1,"P"
0,0,290,"FX",2019,4,"G"
1144,983,900,"MQ",2019,3,"F"
144,61,57,"H6",2018,10,"F"
745,573,679,"AS",2019,2,"F"
63,27,6,"H6",2019,11,"L"
0,0,871,"ABX",2018,5,"G"
5,0,69,"SNK",2018,5,"P"
1982,1723,1293,"Y4",2018,12,"F"
1260,1168,1325,"YX",2019,6,"F"
9,3,103,"8E",2018,5,"F"
329,252,296,"DL",2018,9,"F"
50,50,94,"EV",2018,7,"F"
10294,9755,1076,"DL",2018,7,"F"
9600,8290,1345,"AA",2018,4,"F"
228,209,441,"YV",2018,1,"F"
0,0,1505,"M6",2019,11,"G"
2128,1652,523,"OO",2018,12,"F"
18018,13039,793,"WN",2019,1,"F"
0,0,851,"FX",2018,10,"G"
70,0,439,"OO",2019,5,"F"
0,0,2391,"5X",2019,8,"G"
2250,1804,421,"UA",2019,4,"F"
0,0,3433,"PO",2018,11,"P"
7876,7561,2072,"UA",2018,12,"F"
4332,2910,573,"YX",2018,8,"F"
228,155,552,"YX",2018,7,"F"
118,26,95,"UA",2018,1,"F"
0,0,1644,"W8",2018,6,"P"
54,19,35,"H6",2019,11,"F"
0,0,293,"FX",2019,7,"G"
50,5,27,"7S",2019,3,"F"
3000,2633,470,"B6",2019,4,"F"
304,162,399,"OO",2019,10,"F"
44,30,323,"MQ",2018,2,"F"
17157,11849,3545,"AA",2018,6,"F"
7657,6728,956,"AS",2018,2,"F"
8700,7669,1846,"AA",2019,2,"F"
5187,4620,3201,"AA",2018,9,"F"
8478,6008,926,"DL",2019,12,"F"
6336,4912,4347,"DL",2018,9,"F"
0,0,31,"KO",2018,12,"G"
4712,3453,867,"MQ",2018,8,"F"
830,801,643,"G4",2018,3,"F"
343,242,349,"DL",2018,11,"L"
6,5,0,"KAH",2019,6,"L"
8400,6248,1307,"4O",2018,2,"F"
9,1,103,"8E",2019,8,"L"
200,168,155,"PT",2018,3,"F"
895,833,1481,"UA",2018,6,"F"
0,0,640,"5X",2018,1,"G"
6,1,37,"V8",2018,12,"L"
6,0,49,"GV",2019,3,"F"
8533,6053,1280,"AC",2018,9,"F"
0,0,5143,"LH",2018,6,"G"
8203,6523,4886,"DL",2018,2,"F"
9,4,54,"H6",2019,3,"F"
186,177,484,"G4",2019,11,"L"
76,31,0,"YV",2018,8,"F"
0,0,200,"5X",2018,9,"G"
3000,2424,814,"B6",2018,11,"F"
0,0,731,"CI",2018,6,"G"
27,15,36,"8E",2019,6,"F"
2148,1955,649,"UA",2018,1,"F"
400,301,595,"EV",2019,5,"F"
7,0,256,"0WQ",2018,2,"L"
128,51,647,"AA",2018,9,"F"
0,0,1658,"5X",2018,12,"G"
5,0,38,"7S",2018,2,"F"
0,0,290,"FX",2019,7,"G"
3100,2256,440,"MQ",2019,10,"F"
0,0,6524,"CC",2018,1,"P"
4074,3336,120,"OO",2019,7,"F"
4134,3891,2402,"AS",2018,6,"F"
450,437,1464,"AA",2019,8,"F"
1140,763,666,"CP",2019,12,"F"
4147,2861,1092,"WN",2019,1,"F"
16,2,3925,"0BQ",2018,10,"L"
18,12,130,"8E",2018,8,"F"
4960,4423,1069,"DL",2019,8,"F"
4025,2704,448,"WN",2019,8,"F"
1512,1311,1195,"UA",2019,3,"F"
4725,3333,5713,"8R",2019,8,"F"
60,0,228,"AMQ",2019,12,"L"
1550,1167,778,"EV",2018,5,"F"
3951,3581,764,"9E",2018,5,"F"
17303,13230,402,"WN",2019,3,"F"
50,0,238,"OO",2018,12,"F"
1260,1190,628,"UA",2019,5,"F"
378,357,874,"SY",2018,11,"L"
228,124,426,"OO",2019,2,"F"
2568,1885,762,"OH",2018,2,"F"
2002,1473,946,"NK",2019,2,"F"
4,1,302,"8V",2018,10,"L"
50,50,175,"OH",2018,3,"F"
2130,1178,2447,"UA",2018,1,"F"
179,162,862,"UA",2018,11,"F"
100,0,925,"EV",2018,3,"F"
7068,6202,806,"YX",2018,7,"F"
6000,4708,190,"OO",2019,7,"F"
2527,1890,393,"DL",2019,1,"F"
2099,1877,1195,"OO",2018,3,"F"
0,0,655,"FX",2018,5,"G"
543,298,733,"AA",2019,10,"F"
2717,2459,1892,"WN",2018,7,"F"
76,58,97,"QX",2018,5,"F"
0,0,803,"FX",2019,12,"G"
6938,5524,4397,"DL",2018,7,"F"
4536,3246,4371,"LO",2018,5,"F"
0,0,1572,"FX",2019,10,"G"
304,234,940,"OH",2018,3,"F"
300,221,329,"UA",2019,7,"F"
2870,2344,429,"YX",2019,5,"F"
4560,4076,366,"OH",2018,11,"F"
218,0,1055,"X9",2018,3,"L"
15006,13379,1416,"SY",2019,2,"F"
0,0,130,"7S",2018,5,"G"
79,75,247,"YV",2018,6,"F"
4800,4460,773,"DL",2019,6,"F"
2465,2269,2136,"NK",2019,11,"F"
12,6,1732,"13Q",2019,5,"L"
71,31,4,"GV",2019,12,"F"
0,0,742,"FX",2019,1,"G"
2469,2259,954,"DL",2019,6,"F"
0,0,802,"5X",2019,5,"G"
2450,2017,390,"9E",2019,1,"F"
72,0,226,"DL",2019,11,"L"
4820,2739,32,"KAT",2019,7,"F"
4950,4427,837,"UA",2018,5,"F"
5096,4480,973,"NK",2019,12,"F"
5440,4702,911,"AA",2019,12,"F"
2280,2120,489,"QX",2018,4,"F"
2790,2300,391,"F9",2018,7,"F"
100,0,381,"EV",2018,5,"F"
5460,4711,997,"NK",2019,12,"F"
4146,3884,188,"OO",2019,5,"F"
140,126,666,"OO",2019,2,"F"
2048,1673,409,"UA",2018,1,"F"
2730,2418,264,"YX",2018,6,"F"
2816,2294,643,"UA",2019,4,"F"
11900,9686,395,"B6",2019,9,"F"
140,87,462,"OO",2018,6,"F"
285,260,1489,"AA",2019,8,"F"
664,640,2332,"UA",2019,3,"F"
4147,3859,680,"WN",2019,4,"F"
11869,11264,1090,"WN",2019,3,"F"
0,0,285,"FX",2019,2,"G"
1950,1669,641,"F9",2018,8,"F"
6206,5201,4737,"UA",2019,12,"F"
684,604,616,"9E",2019,12,"F"
175,158,177,"WN",2018,7,"F"
116,66,373,"7H",2019,12,"F"
126,98,1222,"UA",2018,5,"F"
1216,504,308,"G7",2019,12,"F"
14800,10475,502,"DL",2019,5,"F"
0,0,129,"ABX",2019,1,"G"
11025,10214,1009,"WN",2019,6,"F"
0,0,401,"FX",2019,10,"G"
420,5,1100,"OO",2019,1,"F"
0,0,267,"KLQ",2019,12,"P"
6,3,13,"K2",2018,10,"F"
315,260,274,"2TQ",2018,6,"F"
0,0,1218,"FX",2018,6,"G"
300,251,83,"AA",2019,5,"F"
1748,1135,987,"MQ",2018,5,"F"
2070,1845,985,"F9",2019,11,"F"
2128,1634,665,"YX",2018,4,"F"
20,10,59,"J5",2018,9,"F"
4760,3254,488,"G7",2019,1,"F"
46595,40722,762,"DL",2018,9,"F"
76,38,1662,"YV",2019,12,"F"
546,524,1069,"F9",2019,12,"F"
5049,3217,742,"AA",2019,3,"F"
18,18,386,"V8",2018,12,"L"
2100,1486,296,"EV",2018,12,"F"
4290,3288,636,"WN",2019,5,"F"
4650,4015,719,"UA",2019,11,"F"
4768,4145,2338,"AS",2018,5,"F"
318,249,571,"AS",2019,9,"F"
45,16,36,"H6",2019,6,"F"
10500,9078,5368,"UA",2019,6,"F"
0,0,399,"5V",2018,11,"G"
300,273,436,"UA",2019,6,"F"
1739,1354,1281,"AM",2018,2,"F"
143,121,413,"WN",2019,7,"F"
143,143,795,"WN",2019,4,"F"
210,80,552,"YX",2019,8,"F"
0,0,842,"5Y",2019,4,"P"
996,892,1476,"UA",2018,12,"F"
250,229,599,"EV",2019,3,"F"
11088,10528,1028,"SY",2018,7,"F"
70,15,522,"OO",2019,8,"F"
1820,1535,508,"G7",2019,10,"F"
0,0,719,"5X",2018,5,"G"
8588,6483,861,"MQ",2018,8,"F"
149,149,1180,"DL",2018,1,"F"
3800,2173,1147,"YX",2018,4,"F"
183,79,832,"SY",2019,12,"L"
16,12,1090,"LF",2019,9,"L"
8,2,2340,"27Q",2018,9,"L"
0,0,177,"7S",2019,2,"G"
1591,1332,1572,"DL",2019,2,"F"
0,0,388,"KO",2018,7,"G"
9009,7652,833,"WN",2018,12,"F"
128,109,2254,"UA",2018,4,"F"
100,0,563,"OO",2019,4,"F"
2158,1987,948,"UA",2018,8,"F"
0,0,72,"7S",2018,4,"G"
0,0,328,"5X",2019,5,"G"
144,108,328,"DL",2019,3,"L"
18,2,12,"H6",2019,4,"F"
4480,3973,2446,"AA",2018,3,"F"
540,520,1044,"NK",2018,1,"F"
2340,2097,1127,"G4",2018,6,"F"
0,0,589,"5Y",2018,10,"P"
2900,2354,989,"B6",2019,4,"F"
6600,5811,1056,"B6",2019,10,"F"
158,111,300,"DL",2019,5,"F"
2964,2641,482,"YX",2018,6,"F"
0,0,228,"5V",2019,3,"P"
3262,2633,6274,"AA",2019,12,"F"
0,0,222,"KO",2018,2,"G"
9507,8244,931,"DL",2019,11,"F"
72,46,427,"DL",2018,4,"L"
72,9,13,"H6",2019,3,"L"
9960,8117,1443,"AA",2018,12,"F"
2176,2017,862,"UA",2018,1,"F"
18,2,24,"K2",2018,12,"L"
0,0,91,"EM",2018,6,"G"
1242,977,1012,"YX",2019,6,"F"
3520,3087,1368,"B6",2018,3,"F"
128,127,1182,"UA",2019,3,"F"
0,0,1016,"PFQ",2018,9,"P"
128,121,528,"UA",2018,9,"F"
