"seats","passengers","distance","unique_carrier","year","month","class"
245,98,41,"X4",2019,4,"F"
0,0,876,"5X",2018,11,"G"
4256,4059,77,"PH",2019,1,"F"
1404,1202,612,"G4",2019,6,"F"
1650,1555,849,"OO",2019,6,"F"
456,384,237,"OH",2019,11,"F"
3861,3515,1004,"WN",2018,8,"F"
154,84,1602,"CM",2018,9,"F"
8580,6179,496,"WN",2019,12,"F"
179,84,862,"UA",2019,11,"F"
72,43,557,"DL",2019,1,"L"
2940,2474,4740,"LO",2019,7,"F"
2834,2358,828,"DL",2019,12,"F"
175,154,1912,"WN",2018,10,"F"
1050,882,829,"WN",2019,6,"F"
2944,2198,911,"AA",2018,5,"F"
4030,3073,431,"EV",2018,5,"F"
8427,7322,2562,"AS",2019,8,"F"
157,147,134,"DL",2019,6,"F"
8213,5810,534,"DL",2019,2,"F"
3680,3404,1124,"DL",2018,11,"F"
882,821,1145,"UA",2018,6,"F"
102,64,73,"KAH",2019,7,"F"
0,0,6507,"CI",2019,2,"G"
6586,5943,987,"AS",2018,10,"F"
4408,3031,635,"YV",2019,4,"F"
3021,1619,160,"AS",2019,9,"F"
0,0,325,"5X",2018,2,"G"
5250,4628,1797,"WN",2018,10,"F"
3770,2557,6750,"SV",2018,3,"F"
11542,9848,259,"DL",2018,10,"F"
300,73,337,"OO",2018,7,"F"
760,502,717,"MQ",2018,8,"F"
0,0,163,"7S",2019,12,"G"
10901,8270,469,"YV",2018,4,"F"
126,102,758,"UA",2019,12,"F"
64,24,48,"H6",2019,6,"F"
16949,12712,3265,"BA",2018,4,"F"
10032,7123,335,"OH",2018,1,"F"
76,57,493,"OO",2018,5,"F"
565,442,1748,"WS",2019,3,"F"
0,0,156,"FX",2019,9,"G"
17222,15507,554,"DL",2018,11,"F"
3876,2341,550,"NK",2019,1,"F"
9438,8250,843,"WN",2018,2,"F"
11324,8050,524,"MQ",2018,6,"F"
1302,942,753,"F9",2019,2,"F"
882,762,528,"UA",2019,6,"F"
228,162,667,"YX",2018,11,"F"
384,341,1956,"UA",2018,11,"F"
0,0,16,"7S",2019,6,"G"
10,3,2176,"13Q",2018,3,"L"
0,0,4174,"FX",2018,2,"G"
3,0,122,"K2",2018,9,"F"
716,639,2332,"UA",2018,12,"F"
2546,1771,157,"UA",2019,10,"F"
3192,2232,1682,"SY",2018,5,"F"
6,0,55,"H6",2018,6,"F"
4732,4454,2329,"NK",2019,5,"F"
630,598,1308,"UA",2019,1,"F"
669,652,4335,"DL",2019,10,"F"
14,4,2259,"VJT",2018,8,"L"
23738,20483,391,"WN",2019,1,"F"
6750,5716,168,"AA",2019,7,"F"
126,28,67,"GV",2018,1,"F"
885,823,1660,"Y4",2018,10,"F"
4950,4301,2075,"AA",2018,12,"F"
2400,2228,775,"UA",2018,12,"F"
1500,909,557,"OO",2018,9,"F"
2560,2355,1015,"UA",2019,8,"F"
160,144,1486,"DL",2019,8,"F"
228,146,98,"G7",2019,1,"F"
0,0,444,"FX",2019,11,"G"
10208,7759,1172,"AA",2019,1,"F"
179,0,741,"09Q",2018,11,"L"
0,0,1572,"FX",2018,1,"G"
50,28,337,"OO",2018,3,"F"
3182,2510,2500,"UA",2019,11,"F"
9,0,191,"3DQ",2019,12,"F"
2784,2270,1214,"WS",2019,9,"F"
69,0,241,"OO",2018,3,"F"
100,49,473,"OO",2019,9,"F"
10939,9927,427,"9E",2019,6,"F"
11632,9306,2324,"CM",2019,1,"F"
0,0,1999,"5X",2018,12,"G"
7,0,65,"GV",2018,11,"F"
18,5,71,"H6",2018,2,"F"
2450,1880,738,"WN",2018,10,"F"
4679,4217,1678,"DL",2018,9,"F"
8400,6894,731,"AA",2018,11,"F"
3674,2389,891,"UA",2019,12,"F"
2204,1781,322,"YV",2018,2,"F"
2728,1808,113,"MQ",2018,6,"F"
6,5,165,"GV",2018,11,"L"
3050,2897,284,"EV",2018,7,"F"
152,94,717,"OO",2019,2,"F"
189,175,1984,"SY",2019,7,"L"
0,0,6699,"PO",2018,3,"P"
0,0,329,"5X",2018,1,"G"
1086,1031,1703,"F9",2019,7,"F"
1600,1108,692,"DL",2018,2,"F"
3759,3612,2457,"UA",2019,8,"F"
0,0,329,"5V",2019,12,"G"
5,2,117,"2O",2019,6,"L"
500,338,295,"MQ",2019,12,"F"
1300,1093,751,"OO",2018,3,"F"
9,9,326,"8V",2018,10,"F"
0,0,60,"EM",2019,1,"G"
304,240,597,"YX",2019,7,"F"
0,0,145,"7S",2018,6,"G"
378,354,2186,"UA",2018,6,"F"
8,0,607,"27Q",2019,5,"L"
1280,1223,759,"AA",2019,12,"F"
72,19,63,"H6",2018,4,"F"
30,13,44,"H6",2019,3,"L"
50,46,570,"OO",2019,10,"F"
8,1,1081,"13Q",2018,5,"L"
3100,2492,113,"OO",2019,7,"F"
99,37,23,"8E",2019,11,"F"
414,177,67,"J5",2019,7,"F"
3000,2337,84,"ZW",2019,9,"F"
2070,1686,967,"F9",2019,5,"F"
5548,3962,612,"OO",2019,2,"F"
712,342,95,"AS",2019,7,"F"
536,478,1338,"WS",2019,12,"F"
720,539,1247,"VB",2018,11,"L"
0,0,393,"FX",2018,9,"G"
180,140,422,"DL",2018,2,"F"
173,0,204,"GL",2019,12,"L"
96,35,24,"K2",2019,9,"F"
9,0,103,"H6",2019,3,"L"
12376,10295,1246,"RV",2019,7,"F"
17708,13852,304,"MQ",2018,10,"F"
8432,7146,4118,"AA",2019,10,"F"
2240,1994,402,"OO",2019,3,"F"
4500,3098,2090,"B6",2019,4,"F"
9009,6842,587,"WN",2018,12,"F"
380,319,1034,"9E",2018,4,"F"
0,0,746,"FX",2018,11,"G"
4972,4246,1235,"AA",2018,10,"F"
3471,2856,442,"DL",2018,4,"F"
2000,1594,528,"OO",2018,8,"F"
230,171,1824,"F9",2019,2,"L"
744,482,895,"F9",2019,9,"F"
6,0,61,"K2",2019,8,"F"
4901,4355,3674,"UA",2019,5,"F"
9845,8960,1739,"UA",2018,5,"F"
0,0,134,"EM",2019,3,"G"
1824,1452,489,"G7",2019,10,"F"
280,93,557,"OO",2019,11,"F"
1610,1358,1101,"F9",2018,11,"F"
189,93,456,"DL",2018,3,"F"
9581,8077,791,"WN",2018,3,"F"
12,9,27,"H6",2019,12,"L"
175,158,1237,"WN",2018,7,"F"
18,9,40,"GV",2019,7,"F"
8008,5329,480,"WN",2019,12,"F"
0,0,779,"W8",2018,11,"P"
7978,6758,213,"9E",2018,5,"F"
1820,1413,599,"OO",2018,10,"F"
3300,3003,483,"AX",2019,8,"F"
0,0,18,"FX",2019,10,"G"
312,199,1334,"G4",2018,11,"F"
102,0,1476,"5Y",2018,8,"P"
358,48,272,"09Q",2019,11,"L"
4800,3945,1005,"UA",2018,10,"F"
132,116,190,"DL",2019,5,"F"
293,254,4768,"DL",2018,11,"F"
2976,2194,235,"PT",2018,4,"F"
152,100,259,"9E",2019,1,"F"
600,415,781,"UA",2019,9,"F"
726,591,1782,"F9",2019,10,"F"
182,114,225,"8V",2018,2,"F"
12036,10689,3265,"BA",2018,3,"F"
199,168,1113,"DL",2019,8,"L"
2700,2037,800,"UA",2018,4,"F"
5577,5075,759,"WN",2019,2,"F"
700,574,1715,"WN",2018,5,"F"
836,792,334,"OO",2018,2,"F"
108,49,38,"H6",2018,10,"F"
21838,19472,447,"UA",2019,6,"F"
7252,6057,8302,"QR",2019,2,"F"
250,222,491,"AX",2018,7,"F"
6912,5594,1814,"AA",2018,9,"F"
744,485,1480,"F9",2019,4,"F"
4,0,95,"8E",2018,7,"F"
6710,4711,1085,"DL",2018,3,"F"
3648,2745,1473,"NK",2019,11,"F"
7812,7338,1379,"UA",2019,6,"F"
117,33,158,"AN",2019,6,"F"
199,55,456,"DL",2019,1,"F"
7920,5590,6642,"NH",2018,9,"F"
1416,1148,783,"G4",2019,7,"F"
1700,1447,177,"ZW",2019,1,"F"
124,115,377,"DL",2019,12,"F"
1444,1078,564,"OH",2019,1,"F"
7,3,60,"7S",2018,7,"F"
166,78,548,"G4",2018,3,"L"
1560,1298,1049,"G4",2019,5,"F"
0,0,1744,"KAQ",2018,8,"P"
3496,2896,473,"YX",2019,7,"F"
2108,1826,1533,"AS",2019,5,"F"
13696,10499,1276,"AA",2018,2,"F"
372,355,1136,"F9",2018,8,"F"
12768,10838,852,"NK",2019,4,"F"
1431,1249,1024,"AS",2018,10,"F"
8400,7127,728,"AA",2019,9,"F"
140,88,155,"G7",2019,11,"F"
660,393,769,"DL",2019,6,"F"
0,0,337,"5X",2018,8,"G"
0,0,1761,"FX",2018,11,"G"
2046,1759,1083,"F9",2019,9,"F"
3300,2977,1773,"AA",2019,11,"F"
2052,1800,743,"9E",2018,12,"F"
0,0,731,"CI",2018,1,"G"
76,54,931,"MQ",2019,8,"F"
72,48,308,"DL",2018,9,"L"
9,1,127,"KAH",2019,9,"L"
54,17,17,"H6",2019,6,"F"
14,3,3449,"VJT",2018,8,"L"
12,0,81,"2O",2019,1,"F"
3942,2969,2061,"AC",2019,11,"F"
109,101,502,"DL",2019,4,"F"
4256,3381,908,"YV",2018,11,"F"
15422,14181,1590,"DL",2018,4,"F"
11520,10016,453,"AA",2018,6,"F"
174,171,1374,"WS",2019,3,"F"
546,472,1910,"NK",2019,4,"F"
1100,931,1093,"AV",2018,10,"F"
3718,3010,1107,"WN",2018,1,"F"
1278,868,316,"UA",2019,8,"F"
6,0,51,"3AQ",2019,2,"P"
62,0,4313,"1UQ",2018,3,"L"
836,748,379,"QX",2019,6,"F"
76,0,29,"OO",2019,7,"F"
787,689,2041,"WS",2019,12,"F"
9,2,76,"8E",2019,2,"F"
19728,17376,1372,"AA",2019,11,"F"
0,0,683,"FX",2018,2,"G"
2432,1583,507,"OH",2018,5,"F"
189,0,1035,"DL",2019,3,"L"
9,0,95,"GV",2019,2,"F"
750,546,224,"UA",2018,7,"F"
0,0,186,"U7",2019,9,"P"
537,465,787,"UA",2018,9,"F"
0,0,2402,"L7",2019,8,"G"
2450,2058,802,"WN",2018,1,"F"
2052,1573,596,"9E",2018,10,"F"
9,2,124,"8E",2018,3,"F"
88,0,49,"1ZQ",2019,5,"L"
3180,1873,234,"AS",2018,12,"F"
875,549,534,"WN",2018,6,"F"
5776,3490,888,"YX",2018,2,"F"
0,0,531,"GFQ",2018,5,"P"
140,97,771,"OO",2019,5,"F"
745,572,2016,"AS",2019,7,"F"
149,45,426,"DL",2019,11,"L"
13,12,1805,"3EQ",2019,10,"L"
63,16,16,"GV",2018,10,"F"
143,124,458,"WN",2018,1,"F"
7842,5830,255,"AA",2019,3,"F"
1780,1714,1109,"AS",2019,7,"F"
0,0,1689,"M6",2018,12,"G"
676,460,3477,"UA",2019,10,"F"
2516,2403,2504,"DL",2019,12,"F"
6500,4429,84,"PT",2018,3,"F"
157,0,618,"DL",2018,10,"L"
19,0,112,"7S",2019,10,"G"
744,593,771,"F9",2019,3,"F"
496,459,1117,"DL",2019,4,"F"
0,0,880,"U7",2019,1,"P"
119,27,67,"GV",2018,3,"F"
1300,1247,783,"OO",2018,2,"F"
199,127,337,"DL",2019,12,"F"
7840,6480,1158,"AA",2018,4,"F"
3192,2830,2176,"WS",2018,3,"F"
9600,7940,2465,"B6",2018,3,"F"
76,50,213,"YX",2019,2,"F"
1380,1144,692,"F9",2018,11,"F"
152,97,1015,"YX",2019,8,"F"
3947,3248,1660,"Y4",2018,2,"F"
0,0,1798,"FX",2018,5,"G"
1488,1202,542,"G4",2019,6,"F"
100,33,214,"OO",2018,6,"F"
8437,7654,1491,"WN",2019,4,"F"
494,353,4977,"SK",2019,1,"F"
558,539,1430,"F9",2019,8,"F"
8925,5755,696,"WN",2019,1,"F"
150,147,606,"OO",2018,6,"F"
9,3,133,"8E",2019,8,"F"
9,0,106,"H6",2019,4,"F"
8,3,94,"13Q",2018,11,"L"
9328,8375,861,"AA",2018,11,"F"
3276,2504,746,"UA",2018,11,"F"
10556,6885,3193,"UA",2018,4,"F"
4028,3253,819,"QK",2018,11,"F"
531,366,706,"G4",2019,2,"F"
6174,5175,1346,"UA",2019,8,"F"
1950,1647,268,"OH",2019,3,"F"
311,300,862,"UA",2019,12,"F"
6512,5973,5670,"AF",2019,10,"F"
0,0,238,"FX",2019,11,"G"
1032,824,4956,"DY",2018,4,"F"
14,4,190,"27Q",2018,7,"L"
0,0,147,"FX",2018,10,"G"
12136,10869,4095,"TN",2019,5,"F"
696,691,1055,"WS",2019,3,"F"
72,0,794,"DL",2018,9,"L"
4480,3945,991,"DL",2018,3,"F"
153,60,57,"8E",2019,1,"F"
750,605,1589,"UA",2019,10,"F"
5122,3245,4191,"DL",2018,9,"F"
0,0,1744,"5Y",2019,11,"P"
875,821,882,"WN",2019,2,"F"
4332,2294,308,"YV",2019,8,"F"
0,0,1980,"5X",2018,8,"G"
2685,2413,473,"UA",2019,6,"F"
187,96,1778,"AA",2019,1,"F"
0,0,705,"AMQ",2018,1,"P"
4104,3463,692,"9E",2019,4,"F"
1280,1131,544,"AA",2019,10,"F"
1620,1375,675,"G4",2018,8,"F"
2030,1795,282,"YX",2018,10,"F"
0,0,942,"5X",2019,11,"G"
16,14,297,"LF",2018,4,"L"
14,2,400,"27Q",2019,2,"L"
0,0,1506,"L7",2018,2,"G"
9,0,153,"7S",2019,9,"G"
3289,3050,1754,"WN",2018,10,"F"
496,220,234,"AS",2018,7,"F"
7,3,1269,"3EQ",2019,11,"L"
325,227,157,"OH",2019,4,"F"
4293,3866,2685,"AS",2018,11,"F"
4223,3304,357,"DL",2018,11,"F"
8,7,73,"KAH",2018,12,"F"
14,4,5441,"VJT",2019,12,"L"
3129,2486,250,"DL",2018,6,"F"
71,39,6,"GV",2019,5,"F"
14157,11679,471,"WN",2019,11,"F"
189,128,567,"SY",2018,6,"L"
398,365,944,"DL",2019,1,"F"
750,535,140,"MQ",2019,2,"F"
153,35,183,"8E",2018,1,"F"
6147,5820,740,"9E",2018,8,"F"
38,11,118,"H6",2018,3,"L"
1550,870,528,"EV",2018,4,"F"
1620,1270,1170,"G4",2018,10,"F"
3680,2689,1468,"F9",2019,2,"F"
1068,765,1045,"AS",2019,4,"F"
0,0,134,"13Q",2018,1,"L"
0,0,264,"PO",2018,12,"P"
9,0,297,"H6",2019,12,"F"
155,0,191,"WL",2018,9,"L"
181,177,163,"AA",2018,7,"F"
372,277,1205,"F9",2018,12,"F"
0,0,596,"KAQ",2019,12,"P"
60,41,463,"AMQ",2018,1,"L"
0,0,21,"7S",2018,6,"G"
81,49,71,"8E",2019,4,"F"
875,617,1972,"WN",2018,2,"F"
344,281,6354,"DY",2019,6,"F"
66,10,67,"GV",2019,12,"F"
8649,6933,5456,"BA",2018,1,"F"
7808,7250,603,"AA",2019,7,"F"
716,548,1248,"UA",2018,12,"F"
76,0,718,"OO",2019,2,"F"
3348,2820,762,"F9",2019,9,"F"
10602,5574,7806,"AI",2019,3,"F"
0,0,222,"FX",2019,8,"G"
1800,1501,763,"UA",2019,10,"F"
90,28,222,"GV",2018,10,"F"
76,59,247,"MQ",2019,8,"F"
225,170,251,"QK",2018,3,"F"
2532,2399,1900,"G4",2019,12,"F"
525,495,1894,"WN",2018,6,"F"
598,503,1561,"UA",2018,1,"F"
0,0,725,"AS",2019,6,"G"
1900,1076,133,"OO",2018,4,"F"
169,169,1330,"UA",2019,12,"F"
128,122,1248,"UA",2019,11,"F"
11722,9660,4589,"AF",2019,5,"F"
8,1,722,"27Q",2019,2,"L"
4080,2930,5007,"LH",2018,1,"F"
2400,1937,886,"B6",2019,7,"F"
4951,3678,227,"YV",2018,10,"F"
0,0,5995,"KE",2019,4,"P"
14,1,5569,"VJT",2018,6,"L"
45,10,73,"H6",2018,12,"F"
400,362,1048,"AX",2019,6,"F"
0,0,1778,"U7",2019,7,"P"
4147,3790,1426,"WN",2018,9,"F"
2822,2571,954,"G4",2018,7,"F"
1260,853,582,"G4",2018,7,"F"
14584,13219,1431,"AA",2019,3,"F"
378,306,228,"09Q",2018,1,"L"
180,108,1034,"F9",2018,2,"F"
0,0,69,"FX",2018,8,"G"
380,322,120,"OO",2019,3,"F"
5096,4545,3856,"LH",2018,3,"F"
3431,2937,184,"DL",2019,10,"F"
4050,3262,1235,"UA",2019,9,"F"
4960,4142,2084,"DL",2019,8,"F"
10024,9093,1514,"UA",2019,3,"F"
14700,11545,1011,"WN",2018,3,"F"
0,0,188,"FX",2019,12,"G"
1926,1297,438,"MQ",2018,4,"F"
65,49,648,"EV",2018,7,"F"
16,16,212,"13Q",2018,2,"L"
924,717,589,"MQ",2018,1,"F"
896,837,337,"UA",2018,4,"F"
0,0,875,"FX",2018,10,"G"
0,0,71,"EM",2019,11,"G"
2640,2374,944,"AA",2018,1,"F"
187,147,328,"AA",2018,6,"F"
7950,7333,1542,"AS",2018,8,"F"
17012,12281,551,"AA",2019,2,"F"
362,266,733,"AA",2018,12,"F"
350,117,889,"WN",2019,1,"F"
13316,12496,1011,"AA",2019,8,"F"
5012,4573,1154,"UA",2019,5,"F"
5100,4612,1149,"AA",2019,5,"F"
1801,1302,742,"OH",2018,5,"F"
2280,1338,1089,"MQ",2019,9,"F"
700,615,333,"WN",2018,8,"F"
4725,3462,861,"WN",2018,8,"F"
1110,1003,1640,"B6",2019,9,"F"
10439,7879,669,"DL",2019,9,"F"
0,0,3386,"KAQ",2019,3,"P"
0,0,1307,"M7",2019,1,"G"
4550,4056,1592,"WN",2019,8,"F"
3780,3146,912,"YX",2018,1,"F"
300,175,723,"UA",2018,7,"F"
3289,3001,2329,"WN",2018,10,"F"
0,0,184,"FX",2018,11,"G"
19680,16859,190,"AA",2018,5,"F"
187,174,1892,"AA",2019,8,"F"
14,2,1020,"27Q",2018,2,"L"
3600,3083,1248,"UA",2019,11,"F"
9300,7252,1289,"B6",2019,5,"F"
0,0,459,"U7",2019,6,"P"
0,0,6485,"PO",2018,8,"P"
4860,4162,1747,"NK",2018,2,"F"
3840,3316,993,"AA",2018,5,"F"
0,0,337,"5Y",2018,12,"P"
33600,31421,787,"WN",2018,3,"F"
17446,11685,249,"WN",2019,3,"F"
1080,790,494,"F9",2018,9,"F"
7436,5690,986,"WN",2018,1,"F"
3200,1847,142,"OH",2018,2,"F"
5291,4015,935,"WN",2018,8,"F"
12,0,10,"K3",2018,10,"F"
182,46,1046,"NK",2019,2,"F"
9,0,43,"4W",2018,8,"L"
150,148,1297,"UA",2018,11,"F"
360,321,1888,"DL",2019,4,"F"
8549,5953,5451,"AA",2019,4,"F"
63,17,164,"X4",2019,8,"F"
72,62,606,"DL",2018,4,"L"
0,0,2608,"LA",2018,1,"G"
370,301,867,"AS",2019,6,"F"
882,790,129,"UA",2019,2,"F"
1302,1189,854,"F9",2019,5,"F"
0,0,3122,"5X",2018,10,"G"
152,90,475,"OO",2019,9,"F"
2009,1697,918,"YV",2018,4,"F"
1904,1025,3604,"JJ",2018,10,"F"
9330,7722,5995,"OZ",2019,9,"F"
160,160,782,"DL",2018,7,"F"
182,168,1035,"NK",2019,6,"F"
2280,1916,480,"QX",2018,4,"F"
70,44,451,"OO",2019,3,"F"
76,36,489,"MQ",2019,3,"F"
5385,4975,2157,"RV",2019,6,"F"
7066,5052,172,"CP",2018,7,"F"
72,61,2133,"DL",2019,5,"L"
27750,20708,336,"PD",2019,7,"F"
676,561,339,"AA",2019,4,"F"
157,111,1330,"DL",2018,3,"F"
1593,1300,723,"G4",2019,3,"F"
0,0,393,"5V",2018,7,"G"
225,134,34,"8V",2018,8,"F"
356,326,1774,"AS",2019,3,"F"
0,0,910,"5X",2018,3,"G"
320,287,135,"AA",2019,1,"F"
280,244,1015,"OO",2018,6,"F"
10004,8744,783,"AA",2019,4,"F"
3952,3054,926,"OO",2018,10,"F"
4550,4123,1075,"NK",2019,7,"F"
14,1,4375,"12Q",2019,2,"L"
4104,2685,1035,"NK",2019,6,"F"
144,63,42,"H6",2019,7,"F"
8516,5248,507,"AA",2019,4,"F"
400,389,1065,"B6",2019,4,"F"
1250,971,443,"OO",2018,3,"F"
192,74,502,"DL",2018,3,"F"
720,566,1546,"VB",2019,1,"F"
8,2,319,"NLQ",2019,1,"L"
183,156,1996,"SY",2019,12,"L"
4680,4407,334,"DL",2019,5,"F"
4560,3079,1020,"YX",2018,4,"F"
7552,6886,1814,"AA",2018,10,"F"
450,316,776,"UA",2019,6,"F"
368,76,312,"AA",2019,11,"F"
2900,1694,77,"OO",2018,1,"F"
2625,2248,1188,"WN",2018,11,"F"
7308,6425,5473,"UA",2019,4,"F"
1450,1328,771,"ZW",2019,9,"F"
0,0,625,"FX",2019,5,"G"
5250,3935,296,"WN",2019,11,"F"
1444,1258,1748,"QK",2018,5,"F"
0,0,118,"7S",2019,1,"G"
2400,2023,456,"OO",2018,6,"F"
4833,4643,1351,"UA",2018,7,"F"
1302,976,689,"F9",2019,9,"F"
1400,1046,408,"OH",2018,2,"F"
5084,2818,539,"AS",2018,4,"F"
531,487,1224,"G4",2019,12,"F"
9,0,32,"GV",2019,8,"L"
352,241,460,"AA",2019,2,"F"
6634,4512,3878,"UA",2019,10,"F"
12,6,1814,"27Q",2019,7,"L"
858,820,1488,"WN",2019,7,"F"
4186,3772,4353,"MT",2018,9,"F"
0,0,1126,"GFQ",2018,9,"P"
30,11,78,"YR",2019,3,"L"
11777,10902,2585,"AA",2019,7,"F"
186,144,465,"G4",2019,11,"L"
187,144,971,"AA",2019,4,"F"
1249,846,288,"9E",2018,10,"F"
174,128,1281,"Y4",2018,5,"F"
325,282,585,"MQ",2019,6,"F"
0,0,2360,"5X",2019,6,"G"
882,746,305,"UA",2019,2,"F"
4600,4229,948,"MQ",2019,3,"F"
36,3,23,"K2",2018,2,"L"
9,0,127,"H6",2019,4,"L"
143,124,1231,"WN",2018,9,"F"
76,67,119,"9E",2018,5,"F"
8944,8497,3635,"DY",2018,1,"F"
178,169,1279,"AS",2019,7,"F"
126,52,781,"UA",2018,5,"F"
7770,4367,4786,"AA",2018,3,"F"
2625,1999,325,"WN",2018,11,"F"
2550,1926,646,"UA",2018,10,"F"
6808,6285,5670,"TN",2019,9,"F"
6,1,9,"KAH",2019,7,"F"
910,732,992,"NK",2019,8,"F"
50,9,199,"OO",2019,12,"F"
650,470,89,"MQ",2019,9,"F"
1260,727,860,"OO",2018,12,"F"
3493,3293,0,"YR",2018,3,"L"
17732,15033,612,"WN",2019,7,"F"
150,106,1205,"UA",2019,5,"F"
76,60,298,"OH",2018,12,"F"
8,0,28,"27Q",2018,7,"L"
1629,902,1366,"Y4",2019,3,"F"
0,0,2846,"QF",2019,9,"G"
2650,2407,850,"OO",2018,6,"F"
24,3,56,"1SQ",2018,12,"L"
180,140,1175,"DL",2019,9,"F"
0,0,6699,"PO",2018,12,"P"
795,602,2681,"AS",2019,4,"F"
1602,863,261,"AS",2019,9,"F"
473,206,1097,"DL",2018,4,"F"
50,48,273,"MQ",2019,5,"F"
0,0,72,"FX",2018,2,"G"
6,5,72,"H6",2018,12,"L"
7812,7405,6485,"UA",2018,7,"F"
1470,1342,898,"G7",2018,7,"F"
0,0,507,"AMQ",2019,11,"P"
1200,907,4219,"BY",2019,10,"L"
0,0,2846,"5Y",2018,11,"P"
0,0,146,"EM",2019,4,"G"
0,0,222,"FX",2018,8,"G"
10860,8453,612,"AA",2019,10,"F"
76,71,813,"MQ",2018,1,"F"
16,3,7,"H6",2019,9,"F"
740,579,1050,"AS",2018,12,"F"
3,1,7,"K2",2019,7,"F"
6916,6267,430,"OH",2019,10,"F"
2275,2096,1965,"WN",2019,3,"F"
0,0,594,"FX",2019,10,"G"
156,152,1240,"G4",2019,3,"F"
0,0,5,"7S",2019,3,"G"
0,0,773,"5Y",2019,9,"P"
1500,1227,1609,"UA",2018,9,"F"
76,72,398,"9E",2019,10,"F"
1890,1643,416,"UA",2019,10,"F"
210,162,413,"G7",2018,6,"F"
0,0,855,"U7",2019,10,"P"
65,0,1313,"OO",2019,5,"F"
3320,2997,1075,"UA",2018,7,"F"
14,1,5355,"VJT",2019,7,"L"
5092,4576,235,"OO",2018,4,"F"
0,0,348,"5X",2018,2,"G"
1350,1262,861,"UA",2019,12,"F"
1890,1519,456,"G7",2018,5,"F"
9767,6965,405,"DL",2018,10,"F"
3,0,16,"3F",2018,9,"F"
3850,3167,192,"WN",2018,2,"F"
25781,22837,950,"DL",2019,10,"F"
175,173,532,"WN",2018,4,"F"
750,573,1095,"AA",2018,6,"F"
2400,1581,234,"OH",2018,7,"F"
0,0,6388,"TK",2018,12,"G"
0,0,391,"AS",2019,5,"G"
528,344,743,"DL",2018,11,"F"
138,76,71,"H6",2019,12,"F"
15504,11654,280,"MQ",2019,8,"F"
9,4,57,"8E",2019,4,"L"
3080,2003,228,"1BQ",2018,8,"L"
27,15,93,"H6",2019,11,"L"
1826,1406,522,"UA",2018,8,"F"
380,268,554,"OO",2019,2,"F"
4393,4054,3256,"DL",2019,11,"F"
70,0,144,"G7",2019,2,"F"
537,367,891,"UA",2019,7,"F"
9,0,95,"7S",2019,5,"G"
2198,2048,1222,"DL",2019,11,"F"
143,134,510,"WN",2019,3,"F"
5575,5235,2084,"DL",2019,5,"F"
4644,3625,919,"AA",2019,1,"F"
1540,1309,900,"YX",2018,1,"F"
9,1,0,"GV",2019,12,"F"
3900,2339,4930,"IG",2018,10,"F"
3959,3636,528,"DL",2019,3,"F"
16337,13096,373,"CP",2019,12,"F"
126,116,620,"SY",2018,11,"L"
2700,1851,335,"OO",2018,6,"F"
6720,5852,441,"YV",2019,8,"F"
1490,1325,1532,"AS",2019,3,"F"
220,162,598,"DL",2018,9,"L"
32,7,15,"H6",2018,4,"F"
0,0,1009,"5X",2019,11,"G"
2790,2059,1118,"G4",2018,12,"F"
528,426,223,"DL",2018,9,"F"
182,111,2335,"NK",2019,9,"F"
5434,4991,456,"WN",2018,7,"F"
0,0,610,"FX",2018,12,"G"
2418,1950,226,"F9",2019,11,"F"
4506,3836,1698,"AV",2018,11,"F"
3932,3107,6603,"LY",2019,5,"F"
3500,2369,310,"OH",2019,7,"F"
900,331,483,"F9",2018,8,"F"
1441,834,1293,"Y4",2018,6,"F"
240,94,143,"9X",2018,4,"F"
129,121,1222,"SY",2019,4,"F"
418,392,650,"AA",2018,4,"F"
65,63,141,"OO",2019,2,"F"
5860,3869,2586,"DL",2018,12,"F"
900,758,1553,"F9",2018,11,"F"
180,137,655,"F9",2019,6,"F"
3908,2868,3340,"UA",2019,10,"F"
700,366,667,"G7",2018,12,"F"
0,0,329,"5V",2018,4,"G"
450,334,2419,"UA",2019,10,"F"
1400,1025,667,"YX",2018,4,"F"
70,0,527,"OO",2018,4,"F"
173,49,573,"GL",2019,1,"L"
179,0,1082,"09Q",2019,12,"L"
525,507,571,"WN",2019,5,"F"
7160,4077,771,"YV",2019,8,"F"
8900,7497,302,"OO",2018,7,"F"
58,46,59,"7H",2018,6,"L"
0,0,677,"FX",2019,12,"G"
6,1,72,"H6",2018,10,"L"
174,126,1785,"Y4",2018,7,"F"
728,474,2227,"UA",2019,1,"F"
1200,804,339,"OO",2019,6,"F"
5208,4024,1660,"AM",2019,2,"F"
160,109,1269,"DL",2019,8,"F"
11011,9508,487,"WN",2019,6,"F"
3575,2606,1005,"WN",2018,4,"F"
2700,1874,718,"EV",2018,4,"F"
4352,3115,237,"AA",2018,10,"F"
150,149,174,"UA",2019,7,"F"
259,246,946,"DL",2019,1,"F"
930,695,1985,"F9",2019,4,"F"
0,0,321,"FX",2018,2,"G"
2124,1394,3745,"LX",2019,1,"F"
48,30,240,"04Q",2018,1,"L"
0,0,320,"FX",2019,4,"G"
50,0,284,"OO",2019,8,"F"
5577,4891,432,"WN",2019,12,"F"
22318,18464,481,"DL",2019,9,"F"
3360,2517,5016,"AF",2019,11,"F"
50,0,725,"OO",2018,6,"F"
